Store Name,Wine Name,Harvest Year,Capacity,Price,Currency,Date of Scraping,Location,Discount
GarrafeiraSoares,Mateus Rosé Original,2011,0.75,774.2,Yuan Renminbi,7/1/2023,Portugal,true
Supermercado El Corte Ingles,Casa Ferreirinha Papa Figos Branco,1920,1.0,655.14,Yuan Renminbi,10/27/2022,USA,true
Continente Online,Mateus Rosé Original,1903,0.75,40.38,Lev,12/24/2022,Portugal,false
Supermercado El Corte Ingles,Mateus Sparkling Rosé,1912,0.5,260.66,Peso,3/28/2023,USA,true
Supermercado El Corte Ingles,Casa Ferreirinha Papa Figos Branco,2004,0.75,56.54,Lempira,10/28/2022,USA,true
Supermercado El Corte Ingles,Mateus Rosé Original,1907,0.75,942.94,Euro,6/5/2023,USA,false
Supermercado El Corte Ingles,Herdade do Peso Trinca Bolotas Tinto,1974,0.5,611.8,Real,3/18/2023,USA,true
Continente Online,Mateus Rosé Original,1932,0.5,842.23,Yuan Renminbi,7/17/2023,Portugal,false
Continente Online,Herdade do Peso Trinca Bolotas Tinto,1968,0.5,952.18,Peso,3/1/2023,USA,false
Supermercado El Corte Ingles,Mateus Rosé Original,1943,0.5,415.17,Yen,7/28/2023,Brazil,false
Supermercado El Corte Ingles,Mateus Rosé Original,2005,1.0,311.5,Yuan Renminbi,8/17/2023,Portugal,true
Supermercado El Corte Ingles,Herdade do Peso Trinca Bolotas Tinto,1993,0.5,293.86,Euro,6/26/2023,Brazil,true
Continente Online,Herdade do Peso Trinca Bolotas Tinto,1958,1.0,948.77,Peso,4/9/2023,Brazil,true
Continente Online,Herdade do Peso Trinca Bolotas Tinto,1907,0.75,745.58,Yuan Renminbi,5/1/2023,Portugal,true
Supermercado El Corte Ingles,Mateus Rosé Original,1928,0.5,413.92,Yuan Renminbi,6/9/2023,USA,true
GarrafeiraSoares,Casa Ferreirinha Papa Figos Branco,2008,0.5,379.37,Yuan Renminbi,7/12/2023,USA,false
GarrafeiraSoares,Mateus Rosé Original,1947,0.75,993.06,Krona,12/8/2022,Portugal,true
Supermercado El Corte Ingles,Herdade do Peso Trinca Bolotas Tinto,1948,1.0,848.66,Yen,3/1/2023,Portugal,true
Continente Online,Casa Ferreirinha Papa Figos Branco,1998,0.75,602.42,Zloty,5/17/2023,Portugal,true
Continente Online,Mateus Sparkling Rosé,1960,1.0,762.75,Dollar,7/27/2023,Portugal,true
Supermercado El Corte Ingles,Herdade do Peso Trinca Bolotas Tinto,1925,1.0,357.59,Peso,1/4/2023,Portugal,false
Continente Online,Casa Ferreirinha Papa Figos Branco,2000,0.5,114.05,Lev,5/29/2023,Brazil,false
GarrafeiraSoares,Mateus Rosé Original,1945,0.75,96.58,Dinar,7/11/2023,Brazil,true
Supermercado El Corte Ingles,Mateus Rosé Original,1998,0.5,852.1,Sol,7/14/2023,USA,true
Continente Online,Casa Ferreirinha Papa Figos Branco,1959,0.75,339.73,Rupiah,2/20/2023,USA,true
Supermercado El Corte Ingles,Casa Ferreirinha Papa Figos Branco,1976,0.5,146.07,Ruble,4/15/2023,Brazil,false
GarrafeiraSoares,Herdade do Peso Trinca Bolotas Tinto,1933,0.5,299.6,Won,2/25/2023,USA,false
Supermercado El Corte Ingles,Herdade do Peso Trinca Bolotas Tinto,1982,1.0,393.62,Rupiah,9/2/2023,Brazil,false
GarrafeiraSoares,Herdade do Peso Trinca Bolotas Tinto,1930,1.0,327.7,Rial,7/27/2023,Portugal,false
Supermercado El Corte Ingles,Mateus Sparkling Rosé,1913,0.75,579.91,Yuan Renminbi,3/14/2023,Brazil,false
GarrafeiraSoares,Mateus Rosé Original,1949,1.0,38.33,Yuan Renminbi,6/22/2023,USA,false
Supermercado El Corte Ingles,Mateus Rosé Original,1918,0.5,964.61,Rupiah,12/21/2022,Brazil,false
Continente Online,Casa Ferreirinha Papa Figos Branco,1968,0.75,340.43,Won,1/10/2023,Portugal,true
GarrafeiraSoares,Herdade do Peso Trinca Bolotas Tinto,1931,0.5,658.73,Yuan Renminbi,9/15/2023,Portugal,true
Continente Online,Mateus Sparkling Rosé,2016,0.75,61.29,Real,9/19/2023,Brazil,true
GarrafeiraSoares,Mateus Sparkling Rosé,1971,1.0,363.99,Kuna,10/13/2023,Brazil,true
GarrafeiraSoares,Mateus Sparkling Rosé,1913,0.5,922.96,Dollar,5/18/2023,Portugal,false
Continente Online,Casa Ferreirinha Papa Figos Branco,1920,0.5,516.11,Peso,12/9/2022,Portugal,false
Continente Online,Casa Ferreirinha Papa Figos Branco,1991,0.5,928.07,Real,4/27/2023,Brazil,false
Continente Online,Mateus Rosé Original,1948,0.5,62.46,Yuan Renminbi,2/18/2023,Brazil,true
GarrafeiraSoares,Casa Ferreirinha Papa Figos Branco,1906,0.75,298.49,Lev,6/4/2023,Brazil,false
Continente Online,Casa Ferreirinha Papa Figos Branco,1920,0.75,356.19,Yen,10/30/2022,Brazil,false
Supermercado El Corte Ingles,Mateus Rosé Original,1950,1.0,385.23,Rupiah,4/4/2023,USA,false
Continente Online,Herdade do Peso Trinca Bolotas Tinto,1938,1.0,959.45,Sol,8/15/2023,Brazil,false
GarrafeiraSoares,Mateus Rosé Original,1975,1.0,191.62,Guarani,12/30/2022,Portugal,true
GarrafeiraSoares,Mateus Rosé Original,1928,0.75,810.25,Dollar,12/14/2022,Brazil,false
Supermercado El Corte Ingles,Mateus Sparkling Rosé,1913,0.75,907.36,Yuan Renminbi,12/12/2022,Portugal,true
GarrafeiraSoares,Mateus Sparkling Rosé,1945,0.5,431.45,Real,7/13/2023,Portugal,true
Supermercado El Corte Ingles,Mateus Sparkling Rosé,2010,1.0,846.27,Peso,10/8/2023,Portugal,false
Continente Online,Mateus Rosé Original,1912,0.75,596.36,Ringgit,6/18/2023,Portugal,true
Supermercado El Corte Ingles,Mateus Sparkling Rosé,1948,0.75,50.54,Rupiah,8/18/2023,USA,true
Supermercado El Corte Ingles,Casa Ferreirinha Papa Figos Branco,1926,0.75,740.47,Lev,10/30/2022,USA,false
Supermercado El Corte Ingles,Herdade do Peso Trinca Bolotas Tinto,1962,1.0,345.08,Dollar,6/27/2023,Portugal,true
GarrafeiraSoares,Mateus Rosé Original,1974,0.5,366.59,Rupiah,3/10/2023,Portugal,true
Continente Online,Herdade do Peso Trinca Bolotas Tinto,1995,1.0,676.3,Shekel,6/19/2023,USA,true
GarrafeiraSoares,Mateus Rosé Original,1918,0.5,208.34,Yuan Renminbi,6/14/2023,Brazil,false
Supermercado El Corte Ingles,Mateus Rosé Original,1919,0.5,45.6,Ruble,4/21/2023,USA,true
Continente Online,Mateus Rosé Original,1956,0.75,374.63,Euro,2/25/2023,Brazil,false
Supermercado El Corte Ingles,Herdade do Peso Trinca Bolotas Tinto,1930,0.5,713.74,Yuan Renminbi,2/20/2023,USA,true
Continente Online,Mateus Rosé Original,1953,0.5,377.63,Lev,5/9/2023,Brazil,true
Supermercado El Corte Ingles,Mateus Sparkling Rosé,1928,1.0,901.06,Sol,4/10/2023,Portugal,false
Continente Online,Mateus Sparkling Rosé,1906,1.0,759.69,Peso,12/10/2022,Brazil,false
Supermercado El Corte Ingles,Casa Ferreirinha Papa Figos Branco,1950,0.75,212.77,Peso,8/23/2023,Portugal,true
GarrafeiraSoares,Casa Ferreirinha Papa Figos Branco,1913,0.75,6.74,Yuan Renminbi,10/31/2022,Portugal,true
Supermercado El Corte Ingles,Mateus Sparkling Rosé,1953,1.0,922.23,Yuan Renminbi,8/21/2023,Portugal,true
GarrafeiraSoares,Mateus Sparkling Rosé,1947,0.75,362.33,Dram,6/19/2023,Portugal,true
Continente Online,Mateus Rosé Original,2000,1.0,515.78,Yuan Renminbi,11/2/2022,USA,true
Continente Online,Herdade do Peso Trinca Bolotas Tinto,1997,0.5,582.53,Krona,11/4/2022,Portugal,false
Continente Online,Mateus Sparkling Rosé,1985,0.5,959.83,Yuan Renminbi,10/5/2023,Portugal,true
Supermercado El Corte Ingles,Casa Ferreirinha Papa Figos Branco,1910,0.75,388.78,Euro,9/4/2023,USA,false
GarrafeiraSoares,Casa Ferreirinha Papa Figos Branco,1989,0.5,460.39,Peso,3/30/2023,USA,false
Supermercado El Corte Ingles,Mateus Sparkling Rosé,2016,0.5,243.68,Koruna,6/13/2023,Brazil,false
Supermercado El Corte Ingles,Casa Ferreirinha Papa Figos Branco,1959,0.5,202.77,Yuan Renminbi,11/17/2022,Brazil,true
Supermercado El Corte Ingles,Casa Ferreirinha Papa Figos Branco,1955,0.75,868.88,Peso,5/8/2023,Portugal,false
Supermercado El Corte Ingles,Herdade do Peso Trinca Bolotas Tinto,2011,0.75,791.48,Ringgit,3/11/2023,Portugal,true
Supermercado El Corte Ingles,Mateus Rosé Original,1987,1.0,967.02,Zloty,4/12/2023,Portugal,false
Continente Online,Mateus Rosé Original,2018,0.75,181.01,Real,11/21/2022,Brazil,false
Continente Online,Mateus Sparkling Rosé,2003,0.75,433.78,Baht,4/19/2023,USA,true
Supermercado El Corte Ingles,Mateus Rosé Original,1937,0.5,557.46,Ruble,7/16/2023,Portugal,false
Supermercado El Corte Ingles,Mateus Sparkling Rosé,1905,0.5,1.2,Yuan Renminbi,9/26/2023,USA,true
Continente Online,Casa Ferreirinha Papa Figos Branco,1972,0.75,989.91,Bolivar,1/13/2023,Portugal,true
GarrafeiraSoares,Herdade do Peso Trinca Bolotas Tinto,1953,0.5,968.43,Rupee,8/23/2023,Brazil,true
Continente Online,Mateus Rosé Original,1971,0.75,703.73,Franc,2/5/2023,Portugal,false
GarrafeiraSoares,Herdade do Peso Trinca Bolotas Tinto,2002,1.0,627.6,Dollar,5/12/2023,Portugal,true
Supermercado El Corte Ingles,Casa Ferreirinha Papa Figos Branco,1946,1.0,142.47,Yuan Renminbi,5/16/2023,Portugal,true
Supermercado El Corte Ingles,Mateus Sparkling Rosé,1979,0.75,401.77,Peso,10/31/2022,USA,true
GarrafeiraSoares,Casa Ferreirinha Papa Figos Branco,2022,0.75,280.3,Rupiah,8/12/2023,Brazil,false
GarrafeiraSoares,Mateus Sparkling Rosé,2020,0.5,42.05,Rupiah,10/3/2023,USA,true
Continente Online,Mateus Sparkling Rosé,1970,1.0,326.64,Yuan Renminbi,8/30/2023,Brazil,true
Continente Online,Mateus Sparkling Rosé,1977,1.0,804.83,Franc,1/21/2023,Portugal,false
GarrafeiraSoares,Mateus Rosé Original,1979,0.75,957.94,Rupiah,5/24/2023,Portugal,true
Continente Online,Herdade do Peso Trinca Bolotas Tinto,1918,0.5,574.7,Euro,4/20/2023,Portugal,true
Continente Online,Mateus Sparkling Rosé,1963,0.75,707.28,Krona,1/31/2023,Brazil,true
Continente Online,Casa Ferreirinha Papa Figos Branco,1911,1.0,378.11,Afghani,3/31/2023,Brazil,false
Supermercado El Corte Ingles,Mateus Rosé Original,1931,1.0,362.38,Peso,7/10/2023,Portugal,true
Supermercado El Corte Ingles,Mateus Sparkling Rosé,1902,0.75,938.22,Rupiah,9/2/2023,USA,true
GarrafeiraSoares,Casa Ferreirinha Papa Figos Branco,1954,1.0,63.64,Rupiah,12/14/2022,Brazil,true
Supermercado El Corte Ingles,Casa Ferreirinha Papa Figos Branco,1969,0.75,116.06,Real,11/14/2022,Portugal,true
Continente Online,Mateus Rosé Original,1907,0.75,555.89,Yuan Renminbi,11/17/2022,USA,true
Continente Online,Mateus Sparkling Rosé,1902,1.0,751.81,Yuan Renminbi,4/4/2023,Portugal,false
GarrafeiraSoares,Casa Ferreirinha Papa Figos Branco,1985,0.75,465.21,Rial,2/25/2023,Brazil,true
GarrafeiraSoares,Herdade do Peso Trinca Bolotas Tinto,1996,1.0,486.7,Ruble,4/27/2023,Brazil,false
GarrafeiraSoares,Mateus Sparkling Rosé,1980,1.0,982.77,Rupiah,9/6/2023,USA,false
Continente Online,Mateus Sparkling Rosé,2008,1.0,202.68,Shilling,7/27/2023,USA,false
GarrafeiraSoares,Mateus Sparkling Rosé,1944,0.75,920.59,Pound,10/25/2022,Brazil,true
Supermercado El Corte Ingles,Mateus Sparkling Rosé,1952,1.0,988.68,Afghani,2/16/2023,Brazil,true
Continente Online,Herdade do Peso Trinca Bolotas Tinto,2022,0.5,230.17,Yuan Renminbi,4/24/2023,Brazil,true
Supermercado El Corte Ingles,Mateus Sparkling Rosé,1904,0.5,185.1,Peso,10/1/2023,USA,false
GarrafeiraSoares,Casa Ferreirinha Papa Figos Branco,1984,1.0,152.73,Dong,2/24/2023,Portugal,true
GarrafeiraSoares,Mateus Sparkling Rosé,1927,0.5,624.2,Colon,10/23/2022,Portugal,false
Continente Online,Herdade do Peso Trinca Bolotas Tinto,1910,0.75,608.54,Sol,12/2/2022,Portugal,false
Supermercado El Corte Ingles,Mateus Rosé Original,1956,0.75,282.85,Franc,4/8/2023,Portugal,true
GarrafeiraSoares,Mateus Rosé Original,1910,0.75,966.92,Yuan Renminbi,9/13/2023,Brazil,true
Continente Online,Mateus Rosé Original,1907,1.0,306.68,Ringgit,7/8/2023,Portugal,false
Supermercado El Corte Ingles,Herdade do Peso Trinca Bolotas Tinto,1925,0.75,366.09,Yuan Renminbi,4/20/2023,Brazil,false
GarrafeiraSoares,Casa Ferreirinha Papa Figos Branco,1916,1.0,841.05,Som,4/25/2023,Brazil,true
Supermercado El Corte Ingles,Casa Ferreirinha Papa Figos Branco,1922,0.5,738.99,Sol,8/15/2023,USA,false
GarrafeiraSoares,Mateus Sparkling Rosé,1955,0.75,700.92,Yuan Renminbi,11/26/2022,Brazil,false
Continente Online,Herdade do Peso Trinca Bolotas Tinto,1947,0.5,308.88,Koruna,6/11/2023,Portugal,true
GarrafeiraSoares,Casa Ferreirinha Papa Figos Branco,1990,1.0,950.06,Ruble,4/17/2023,USA,false
GarrafeiraSoares,Mateus Sparkling Rosé,1995,0.5,648.24,Ruble,2/13/2023,Brazil,true
Continente Online,Herdade do Peso Trinca Bolotas Tinto,1965,0.75,366.01,Ruble,12/2/2022,USA,false
Continente Online,Casa Ferreirinha Papa Figos Branco,1983,0.5,622.15,Gourde,6/27/2023,USA,true
Supermercado El Corte Ingles,Casa Ferreirinha Papa Figos Branco,1961,0.5,78.38,Won,9/27/2023,USA,true
Supermercado El Corte Ingles,Mateus Rosé Original,1900,0.75,70.33,Yuan Renminbi,6/7/2023,Brazil,false
Supermercado El Corte Ingles,Herdade do Peso Trinca Bolotas Tinto,2020,1.0,98.23,Rand,4/2/2023,Portugal,true
GarrafeiraSoares,Casa Ferreirinha Papa Figos Branco,2014,0.75,669.3,Ruble,4/21/2023,Portugal,false
Continente Online,Mateus Rosé Original,1936,0.5,133.91,Dollar,6/22/2023,Portugal,false
Continente Online,Mateus Rosé Original,1934,0.75,93.45,Zloty,9/9/2023,USA,true
GarrafeiraSoares,Mateus Rosé Original,2005,0.75,579.23,Zloty,8/29/2023,USA,true
GarrafeiraSoares,Casa Ferreirinha Papa Figos Branco,1949,0.75,572.86,Yuan Renminbi,8/6/2023,Portugal,true
GarrafeiraSoares,Mateus Rosé Original,1995,1.0,114.94,Real,9/3/2023,Portugal,false
GarrafeiraSoares,Casa Ferreirinha Papa Figos Branco,2009,0.5,242.3,Franc,11/5/2022,Portugal,false
GarrafeiraSoares,Mateus Rosé Original,1938,1.0,169.62,Euro,2/3/2023,Brazil,false
GarrafeiraSoares,Mateus Sparkling Rosé,1944,0.5,604.55,Koruna,9/16/2023,USA,true
Continente Online,Casa Ferreirinha Papa Figos Branco,1947,0.5,447.12,Rupiah,6/11/2023,Portugal,false
Supermercado El Corte Ingles,Mateus Sparkling Rosé,1926,1.0,848.8,Koruna,8/15/2023,Brazil,true
Continente Online,Herdade do Peso Trinca Bolotas Tinto,1972,1.0,916.13,Yuan Renminbi,10/20/2023,Brazil,true
Continente Online,Mateus Rosé Original,1953,0.75,74.29,Hryvnia,7/2/2023,Brazil,true
GarrafeiraSoares,Mateus Rosé Original,2002,0.5,653.43,Peso,3/25/2023,Brazil,true
Supermercado El Corte Ingles,Mateus Rosé Original,1988,0.75,59.52,Euro,4/4/2023,Brazil,false
Supermercado El Corte Ingles,Casa Ferreirinha Papa Figos Branco,1966,0.5,23.58,Krona,5/26/2023,Portugal,true
Supermercado El Corte Ingles,Casa Ferreirinha Papa Figos Branco,1974,0.5,699.71,Real,8/17/2023,USA,true
Continente Online,Mateus Rosé Original,1989,0.75,21.12,Yuan Renminbi,3/8/2023,USA,true
Supermercado El Corte Ingles,Mateus Rosé Original,1904,0.5,563.32,Marka,12/16/2022,Brazil,false
Supermercado El Corte Ingles,Mateus Sparkling Rosé,2001,0.75,473.1,Euro,4/28/2023,USA,true
GarrafeiraSoares,Herdade do Peso Trinca Bolotas Tinto,1941,0.5,61.48,Rupiah,9/17/2023,Brazil,true
GarrafeiraSoares,Herdade do Peso Trinca Bolotas Tinto,1952,0.75,128.38,Kwacha,1/9/2023,Brazil,false
GarrafeiraSoares,Herdade do Peso Trinca Bolotas Tinto,1986,1.0,827.84,Yuan Renminbi,7/15/2023,Brazil,true
GarrafeiraSoares,Mateus Rosé Original,2019,0.5,88.19,Peso,3/13/2023,Portugal,false
GarrafeiraSoares,Casa Ferreirinha Papa Figos Branco,1934,1.0,787.06,Euro,1/10/2023,Portugal,false
GarrafeiraSoares,Mateus Sparkling Rosé,1947,1.0,880.23,Peso,2/7/2023,Brazil,false
GarrafeiraSoares,Mateus Sparkling Rosé,1900,0.5,678.15,Rupiah,9/8/2023,Brazil,false
Supermercado El Corte Ingles,Mateus Sparkling Rosé,1958,0.5,288.87,Won,12/25/2022,Portugal,true
Supermercado El Corte Ingles,Mateus Sparkling Rosé,1933,0.5,509.23,Franc,7/14/2023,USA,true
GarrafeiraSoares,Mateus Sparkling Rosé,1966,1.0,835.22,Rupee,6/4/2023,Portugal,false
Continente Online,Mateus Sparkling Rosé,1991,1.0,240.79,Euro,6/7/2023,USA,true
Supermercado El Corte Ingles,Mateus Rosé Original,1922,1.0,251.8,Zloty,4/16/2023,USA,true
Continente Online,Mateus Rosé Original,1951,1.0,983.12,Dollar,1/7/2023,Brazil,false
Supermercado El Corte Ingles,Herdade do Peso Trinca Bolotas Tinto,1928,0.5,879.43,Rupiah,1/17/2023,Brazil,false
Supermercado El Corte Ingles,Herdade do Peso Trinca Bolotas Tinto,1937,1.0,681.01,Euro,6/13/2023,Portugal,false
Continente Online,Mateus Rosé Original,2003,0.75,140.08,Dollar,10/2/2023,Portugal,true
Supermercado El Corte Ingles,Mateus Rosé Original,2006,1.0,842.12,Kwacha,1/2/2023,Portugal,false
GarrafeiraSoares,Herdade do Peso Trinca Bolotas Tinto,1929,0.5,465.82,Peso,8/29/2023,Brazil,true
Continente Online,Mateus Sparkling Rosé,1977,0.75,895.88,Yuan Renminbi,11/7/2022,USA,false
Continente Online,Herdade do Peso Trinca Bolotas Tinto,1996,0.75,634.87,Rand,3/15/2023,Brazil,true
GarrafeiraSoares,Mateus Sparkling Rosé,1972,0.5,385.78,Won,3/15/2023,Portugal,true
Continente Online,Mateus Rosé Original,1906,0.75,251.85,Bolivar,4/15/2023,USA,false
Supermercado El Corte Ingles,Mateus Rosé Original,1932,1.0,528.96,Sol,1/27/2023,Brazil,true
Continente Online,Herdade do Peso Trinca Bolotas Tinto,1900,1.0,433.08,Rupiah,10/4/2023,USA,true
GarrafeiraSoares,Herdade do Peso Trinca Bolotas Tinto,1917,1.0,457.89,Peso,10/30/2022,Brazil,true
Supermercado El Corte Ingles,Mateus Sparkling Rosé,1998,0.5,89.21,Kwacha,8/5/2023,Portugal,true
Supermercado El Corte Ingles,Mateus Rosé Original,1966,0.5,588.54,Zloty,11/12/2022,USA,false
GarrafeiraSoares,Herdade do Peso Trinca Bolotas Tinto,1995,1.0,77.85,Kuna,8/16/2023,USA,false
Supermercado El Corte Ingles,Casa Ferreirinha Papa Figos Branco,1935,0.5,50.71,Sol,1/7/2023,Portugal,false
Continente Online,Casa Ferreirinha Papa Figos Branco,1970,0.5,382.99,Euro,6/11/2023,USA,false
